Term;TermFragment;TermType;TermFrequency;TermRule;TermRepeatRule
ОДНОУРОВНЕВЫЙ СПИСОК;одноуровневыми списками атомов;CombTermComponent;16;0;0
АТОМ;одноуровневыми списками атомов;CombTermComponent;16;0;0
ТЕХНИКА ПЕРЕПИСЫВАНИЯ;вышеописанную технику переписывания;CombTermComponent;1;0;0
ВЫШЕОПИСАННАЯ ТЕХНИКА;вышеописанную технику переписывания;CombTermComponent;1;0;0
ПЕРЕПИСЫВАНИЕ;вышеописанную технику переписывания;CombTermComponent;1;0;0
ЦЕПОЧКА ВЫЗОВОВ;сложная цепочка вызовов;CombTermComponent;1;0;0
СЛОЖНАЯ ЦЕПОЧКА;сложная цепочка вызовов;CombTermComponent;1;0;0
ВЕТВЬ ФУНКЦИИ;разные ветви функции;CombTermComponent;1;0;0
РАЗНАЯ ВЕТВЬ;разные ветви функции;CombTermComponent;1;0;0
ФУНКЦИЯ;разные ветви функции;CombTermComponent;1;0;0
ЛИСТ ДЕРЕВА;правых листьях дерева;CombTermComponent;1;0;0
ПРАВЫЙ ЛИСТ;правых листьях дерева;CombTermComponent;1;0;0
ДЕРЕВО;правых листьях дерева;CombTermComponent;1;0;0
ПОДСЧЕТ СУММЫ;одновременного подсчета суммы;CombTermComponent;1;0;0
ОДНОВРЕМЕННЫЙ ПОДСЧЕТ;одновременного подсчета суммы;CombTermComponent;1;0;0
СУММА;одновременного подсчета суммы;CombTermComponent;1;0;0
СПИСОК ЧИСЕЛ;пустому списку чисел;CombTermComponent;1;0;0
ПУСТОЙ СПИСОК;пустому списку чисел;CombTermComponent;1;0;0
ПРОЦЕСС ПРОХОДА;рекурсивный процесс прохода;CombTermComponent;1;0;0
РЕКУРСИВНЫЙ ПРОЦЕСС;рекурсивный процесс прохода;CombTermComponent;1;0;0
ПРОХОД;рекурсивный процесс прохода;CombTermComponent;1;0;0
РЕКУРСИВНЫЙ ПРОЦЕСС;рекурсивный процесс выравнивания;CombTermComponent;1;0;0
ЧИСЛО АТОМОВ;равно числу атомов;CombTermComponent;1;0;0
РАВНОЕ ЧИСЛО;равно числу атомов;CombTermComponent;1;0;0
АТОМ;равно числу атомов;CombTermComponent;1;0;0
НОМЕР ЗНАЧЕНИЯ;порядковый номер значения;CombTermComponent;1;0;0
ПОРЯДКОВЫЙ НОМЕР;порядковый номер значения;CombTermComponent;1;0;0
МОЩНОСТЬ ЯЗЫКА;вычислительную мощность языка;CombTermComponent;1;0;0
ВЫЧИСЛИТЕЛЬНАЯ МОЩНОСТЬ;вычислительную мощность языка;CombTermComponent;1;0;0
КЛАСС ЗАДАЧ;разных классов задач;CombTermComponent;1;0;0
РАЗНЫЙ КЛАСС;разных классов задач;CombTermComponent;1;0;0
СПИСОК ЧИСЕЛ;одноуровневым списком чисел;CombTermComponent;1;0;0
ОДНОУРОВНЕВЫЙ СПИСОК;одноуровневым списком чисел;CombTermComponent;1;0;0
АРГУМЕНТ ФУНКЦИОНАЛА;функциональный аргумент функционала;CombTermComponent;4;0;0
ФУНКЦИОНАЛЬНЫЙ АРГУМЕНТ;функциональный аргумент функционала;CombTermComponent;4;0;0
ФУНКЦИОНАЛ;функциональный аргумент функционала;CombTermComponent;4;0;0
ДИНАМИЧЕСКОЕ СВЯЗЫВАНИЕ;динамическом связывании имен;CombTermComponent;1;0;0
ОБЫЧНОЕ РЕШЕНИЕ;обычное решение проблемы;CombTermComponent;1;0;0
АРГУМЕНТ ФУНКЦИИ;фактический аргумент функции;CombTermComponent;1;0;0
ФАКТИЧЕСКИЙ АРГУМЕНТ;фактический аргумент функции;CombTermComponent;1;0;0
ФУНКЦИЯ;фактический аргумент функции;CombTermComponent;1;0;0
ПРОГРАММИРОВАНИЕ ФУНКЦИИ;компактного программирования функции;CombTermComponent;1;0;0
КОМПАКТНОЕ ПРОГРАММИРОВАНИЕ;компактного программирования функции;CombTermComponent;1;0;0
ФУНКЦИЯ;компактного программирования функции;CombTermComponent;1;0;0
ЦИКЛ ПРОХОДА;внешнему циклу прохода;CombTermComponent;1;0;0
ВНЕШНИЙ ЦИКЛ;внешнему циклу прохода;CombTermComponent;1;0;0
ПРОХОД;внешнему циклу прохода;CombTermComponent;1;0;0
ПРОИЗВЕДЕНЬЕ ЭЛЕМЕНТ-АТОМОВ;декартовых произведений элементов-атомов;CombTermComponent;1;0;0
ДЕКАРТОВОЕ ПРОИЗВЕДЕНЬЕ;декартовых произведений элементов-атомов;CombTermComponent;1;0;0
ЭЛЕМЕНТ-АТОМ;декартовых произведений элементов-атомов;CombTermComponent;1;0;0
МОЩНОСТЬ ФУНКЦИОНАЛОВ;выразительную мощность функционалов;CombTermComponent;1;0;0
ВЫРАЗИТЕЛЬНАЯ МОЩНОСТЬ;выразительную мощность функционалов;CombTermComponent;1;0;0
ФУНКЦИОНАЛ;выразительную мощность функционалов;CombTermComponent;1;0;0
СПИСОК АТОМОВ;одноэлементный список атомов;CombTermComponent;1;0;0
ОДНОЭЛЕМЕНТНЫЙ СПИСОК;одноэлементный список атомов;CombTermComponent;1;0;0
АТОМ;одноэлементный список атомов;CombTermComponent;1;0;0
РАССМОТРЕНИЕ ЭЛЕМЕНТОВ;последовательном рассмотрении элементов;CombTermComponent;1;0;0
ПОСЛЕДОВАТЕЛЬНОЕ РАССМОТРЕНИЕ;последовательном рассмотрении элементов;CombTermComponent;1;0;0
ИЛЛЮСТРАЦИЯ ОТЛИЧИЙ;дополнительной иллюстрации отличий;CombTermComponent;1;0;0
ДОПОЛНИТЕЛЬНАЯ ИЛЛЮСТРАЦИЯ;дополнительной иллюстрации отличий;CombTermComponent;1;0;0
ОТЛИЧИЕ;дополнительной иллюстрации отличий;CombTermComponent;1;0;0
ПОДМНОЖЕСТВО ЯЗЫКА;функциональное подмножество языка;CombTermComponent;1;0;0
ФУНКЦИОНАЛЬНОЕ ПОДМНОЖЕСТВО;функциональное подмножество языка;CombTermComponent;1;0;0
СРЕДСТВО ХРАНЕНИЯ;удобное средство хранения;CombTermComponent;1;0;0
УДОБНОЕ СРЕДСТВО;удобное средство хранения;CombTermComponent;1;0;0
ХРАНЕНИЕ;удобное средство хранения;CombTermComponent;1;0;0
ОСОБЕННОСТЬ СПИСКА;Главная особенность списка;CombTermComponent;1;0;0
ГЛАВНАЯ ОСОБЕННОСТЬ;Главная особенность списка;CombTermComponent;1;0;0
СПИСОК;Главная особенность списка;CombTermComponent;1;0;0
УДАЛЕНИЕ СВОЙСТВА;успешного удаления свойства;CombTermComponent;1;0;0
УСПЕШНОЕ УДАЛЕНИЕ;успешного удаления свойства;CombTermComponent;1;0;0
ПРЕДСТАВЛЕНИЕ СПИСКА;внутреннее представление списка;CombTermComponent;1;0;0
СПИСОК;внутреннее представление списка;CombTermComponent;1;0;0
АБСОЛЮТНОЕ ЗНАЧЕНИЕ;абсолютное значение числа;CombTermComponent;1;0;0
ФУНКЦИЯ СУПЕРПОЗИЦИИ;внутренней функции суперпозиции;CombTermComponent;1;0;0
ВНУТРЕННЯЯ ФУНКЦИЯ;внутренней функции суперпозиции;CombTermComponent;1;0;0
СУПЕРПОЗИЦИЯ;внутренней функции суперпозиции;CombTermComponent;1;0;0
ДОПУСТИМЫЙ ТИП;допустимых типах аргумента;CombTermComponent;1;0;0
ФУНКЦИЯ ПАСКАЛЯ;стандартной функции Паскаля;CombTermComponent;1;0;0
СТАНДАРТНАЯ ФУНКЦИЯ;стандартной функции Паскаля;CombTermComponent;1;0;0
ПАСКАЛЬ;стандартной функции Паскаля;CombTermComponent;1;0;0
ИМЯ АТОМА;Внутренним именем атома;CombTermComponent;9;0;0
АТОМ;Внутренним именем атома;CombTermComponent;9;0;0
СПИСОК СВОЙСТВ;связан список свойств;CombTermComponent;1;0;0
СВЯЗАННЫЙ СПИСОК;связан список свойств;CombTermComponent;1;0;0
ИМЯ СИМВОЛА;внешнее имя символа;CombTermComponent;1;0;0
ВНЕШНЕЕ ИМЯ;внешнее имя символа;CombTermComponent;1;0;0
СИМВОЛ;внешнее имя символа;CombTermComponent;1;0;0
ЕДИНОРАЗОВЫЙ ВВОД;единоразового ввода текста;CombTermComponent;1;0;0
ИМЯ АТОМОВ;внешние имена атомов;CombTermComponent;1;0;0
ВНЕШНЕЕ ИМЯ;внешние имена атомов;CombTermComponent;1;0;0
АТОМ;внешние имена атомов;CombTermComponent;1;0;0
ЗНАЧЕНИЕ ФУНКЦИИ;итоговым значением функции;CombTermComponent;1;0;0
ИТОГОВОЕ ЗНАЧЕНИЕ;итоговым значением функции;CombTermComponent;1;0;0
ФУНКЦИЯ;итоговым значением функции;CombTermComponent;1;0;0
ТЕЛО ФУНКЦИИ;пустого тела функции;CombTermComponent;1;0;0
ПУСТОЕ ТЕЛО;пустого тела функции;CombTermComponent;1;0;0
ФУНКЦИЯ;пустого тела функции;CombTermComponent;1;0;0
ПАРАМЕТР СПИСКА;нужными параметрами списка;CombTermComponent;1;0;0
НУЖНЫЙ ПАРАМЕТР;нужными параметрами списка;CombTermComponent;1;0;0
СПИСОК;нужными параметрами списка;CombTermComponent;1;0;0
ПАРАМЕТР МАКРОСА;формальные параметры макроса;CombTermComponent;9;0;0
ФОРМАЛЬНЫЙ ПАРАМЕТР;формальные параметры макроса;CombTermComponent;9;0;0
МАКРОС;формальные параметры макроса;CombTermComponent;9;0;0
ПАРАМЕТР МАКРОВЫЗОВА;фактическими параметрами макровызова;CombTermComponent;1;0;0
ФАКТИЧЕСКИЙ ПАРАМЕТР;фактическими параметрами макровызова;CombTermComponent;1;0;0
МАКРОВЫЗОВ;фактическими параметрами макровызова;CombTermComponent;1;0;0
ПАРАМЕТР МАКРОСА;фактические параметры макроса;CombTermComponent;1;0;0
ФАКТИЧЕСКИЙ ПАРАМЕТР;фактические параметры макроса;CombTermComponent;1;0;0
МАКРОС;фактические параметры макроса;CombTermComponent;1;0;0
СРЕДСТВО РАСШИРЕНИЯ;удобное средство расширения;CombTermComponent;1;0;0
УДОБНОЕ СРЕДСТВО;удобное средство расширения;CombTermComponent;1;0;0
РАСШИРЕНИЕ;удобное средство расширения;CombTermComponent;1;0;0
СРЕДСТВО БЛОКИРОВКИ;специальное средство блокировки;CombTermComponent;1;0;0
СПЕЦИАЛЬНОЕ СРЕДСТВО;специальное средство блокировки;CombTermComponent;1;0;0
БЛОКИРОВКА;специальное средство блокировки;CombTermComponent;1;0;0
ЗАГРУЗКА ФАЙЛА;предварительной загрузки файла;CombTermComponent;1;0;0
ПРЕДВАРИТЕЛЬНАЯ ЗАГРУЗКА;предварительной загрузки файла;CombTermComponent;1;0;0
ФАЙЛ;предварительной загрузки файла;CombTermComponent;1;0;0
ФАКТИЧЕСКИЙ ПАРАМЕТР;фактическими параметрами вызова;CombTermComponent;1;0;0
АРГУМЕНТ ФУНКЦИИ;невычисленных аргументов функции;CombTermComponent;1;0;0
НЕВЫЧИСЛЕННЫЙ АРГУМЕНТ;невычисленных аргументов функции;CombTermComponent;1;0;0
ФУНКЦИЯ;невычисленных аргументов функции;CombTermComponent;1;0;0
ВЫЧИСЛИМЫЙ ЛИСПОВСКИЙ;вычислимые лисповские выражения;CombTermComponent;4;0;0
ДИАЛЕКТ ЯЗЫКА;развитых диалектов языка;CombTermComponent;1;0;0
РАЗВИВШИЙ ДИАЛЕКТ;развитых диалектов языка;CombTermComponent;1;0;0
ФИКСИРОВАВШЕЕ ЧИСЛО;фиксированное число аргументов;CombTermComponent;1;0;0
ФУНКЦИЯ ЛИСПА;встроенных функций Лиспа;CombTermComponent;1;0;0
ВСТРОИВШАЯ ФУНКЦИЯ;встроенных функций Лиспа;CombTermComponent;1;0;0
ЛИСП;встроенных функций Лиспа;CombTermComponent;1;0;0
ЛИСПОВСКИЙ ФУНКЦИЙ;встроенных лисповских функций;CombTermComponent;1;0;0
ВСТРОИВШИЙ ЛИСПОВСКИЙ;встроенных лисповских функций;CombTermComponent;1;0;0
ФУНКЦИЯ;встроенных лисповских функций;CombTermComponent;1;0;0
ВЫРАЖЕНИЕ ФУНКЦИИ;определяющим выражением функции;CombTermComponent;1;0;0
ОПРЕДЕЛЯЮЩЕЕ ВЫРАЖЕНИЕ;определяющим выражением функции;CombTermComponent;1;0;0
ФУНКЦИЯ;определяющим выражением функции;CombTermComponent;1;0;0
ВЫЗОВ ФУНКЦИИ;вложенным вызовам функции;CombTermComponent;1;0;0
ВЛОЖИВШИЙ ВЫЗОВ;вложенным вызовам функции;CombTermComponent;1;0;0
ФУНКЦИЯ;вложенным вызовам функции;CombTermComponent;1;0;0
ВИДЕВШАЯ СВЯЗЬ;видна связь имени;CombTermComponent;1;0;0
УСЛОВИЕ ЗАВЕРШЕНИЯ;определяющие условия завершения;CombTermComponent;1;0;0
ОПРЕДЕЛЯЮЩЕЕ УСЛОВИЕ;определяющие условия завершения;CombTermComponent;1;0;0
ЗАВЕРШЕНИЕ;определяющие условия завершения;CombTermComponent;1;0;0
ПОНЯТИЕ СПИСКА;обобщающее понятие списка;CombTermComponent;1;0;0
ОБОБЩАЮЩЕЕ ПОНЯТИЕ;обобщающее понятие списка;CombTermComponent;1;0;0
СПИСОК;обобщающее понятие списка;CombTermComponent;1;0;0
ЧИСЛО ФУНКЦИЙ;подавляющее число функций;CombTermComponent;1;0;0
ПОДАВЛЯЮЩЕЕ ЧИСЛО;подавляющее число функций;CombTermComponent;1;0;0
ФУНКЦИЯ;подавляющее число функций;CombTermComponent;1;0;0
ФУНКЦИЯ ДИАЛЕКТА;встроенных функций диалекта;CombTermComponent;1;0;0
ВСТРОИВШАЯ ФУНКЦИЯ;встроенных функций диалекта;CombTermComponent;1;0;0
ДИАЛЕКТ;встроенных функций диалекта;CombTermComponent;1;0;0
СТРАТЕГИЯ СВЯЗЫВАНИЯ;Указанная стратегия связывания;CombTermComponent;1;0;0
УКАЗАВШАЯ СТРАТЕГИЯ;Указанная стратегия связывания;CombTermComponent;1;0;0
УЧАСТОК ПАМЯТИ;фиксированном участке памяти;CombTermComponent;1;0;0
ФИКСИРОВАВШИЙ УЧАСТОК;фиксированном участке памяти;CombTermComponent;1;0;0
ГЛУБИНА СПИСКА;вычисляющую глубину списка;CombTermComponent;1;0;0
ВЫЧИСЛЯЮЩАЯ ГЛУБИНА;вычисляющую глубину списка;CombTermComponent;1;0;0
СПИСОК;вычисляющую глубину списка;CombTermComponent;1;0;0
ПРИВЕДШИЙ ПУТЬ;приведенных путей решения;CombTermComponent;1;0;0
СПИСОК ЧИСЕЛ;упорядоченных списков чисел;CombTermComponent;1;0;0
УПОРЯДОЧИВШИЙ СПИСОК;упорядоченных списков чисел;CombTermComponent;1;0;0
ОПРЕДЕЛЕНЬЕ ФУНКЦИИ;приведенных определений функции;CombTermComponent;1;0;0
ПРИВЕДШЕЕ ОПРЕДЕЛЕНЬЕ;приведенных определений функции;CombTermComponent;1;0;0
ФУНКЦИЯ;приведенных определений функции;CombTermComponent;1;0;0
ФУНКЦИЯ ПРИСВАИВАНИЯ;встроенной  функции присваивания;CombTermComponent;1;0;0
ВСТРОИВШАЯ ФУНКЦИЯ;встроенной  функции присваивания;CombTermComponent;1;0;0
ПРИСВАИВАНИЕ;встроенной  функции присваивания;CombTermComponent;1;0;0
ФУНКЦИЯ СУПЕРПОЗИЦИИ;вложенной функции суперпозиции;CombTermComponent;1;0;0
ВЛОЖИВШАЯ ФУНКЦИЯ;вложенной функции суперпозиции;CombTermComponent;1;0;0
СУПЕРПОЗИЦИЯ;вложенной функции суперпозиции;CombTermComponent;1;0;0
СПИСОК СВОЙСТВ;связан список свойств;CombTermComponent;1;0;0
СВЯЗАВШИЙ СПИСОК;связан список свойств;CombTermComponent;1;0;0
ФУНКЦИЯ ВВОДА;встроена функция ввода;CombTermComponent;1;0;0
ВСТРОИВШАЯ ФУНКЦИЯ;встроена функция ввода;CombTermComponent;1;0;0
СТРОКА СИМВОЛОВ;Введенную строку символов;CombTermComponent;1;0;0
ВВЕДШАЯ СТРОКА;Введенную строку символов;CombTermComponent;1;0;0
СИМВОЛ;Введенную строку символов;CombTermComponent;1;0;0
ФУНКЦИЯ ВЫВОДА;встроенные функции вывода;CombTermComponent;1;0;0
ВСТРОИВШАЯ ФУНКЦИЯ;встроенные функции вывода;CombTermComponent;1;0;0
ФОРМА МАКРОВЫЗОВА;расширенной формы макровызова;CombTermComponent;1;0;0
РАСШИРИВШАЯ ФОРМА;расширенной формы макровызова;CombTermComponent;1;0;0
МАКРОВЫЗОВ;расширенной формы макровызова;CombTermComponent;1;0;0
ЯДРО;Ядро языка;CombTermComponent;4;0;0
НАЗВАНИЕ;название языка;CombTermComponent;1;0;0
АСПЕКТ;ряду аспектов;CombTermComponent;1;0;0
ДИАЛЕКТ;диалектов Лиспа;CombTermComponent;225;0;0
ЛИСП;диалектов Лиспа;CombTermComponent;225;0;0
РЕАЛИЗАЦИЯ;реализаций языка;CombTermComponent;4;0;0
СИЛО;силу ряда;CombTermComponent;1;0;0
ЯСНОСТЬ;ясность синтаксиса;CombTermComponent;1;0;0
СТРУКТУРА;структуры данных;CombTermComponent;1;0;0
БАЗА;базе языка;CombTermComponent;1;0;0
ПРИЕМ;приемы построения;CombTermComponent;4;0;0
ПОСТРОЕНИЕ;приемы построения;CombTermComponent;4;0;0
ДИАЛЕКТ;диалекта языка;CombTermComponent;36;0;0
МНОЖЕСТВО;множества атомов;CombTermComponent;1;0;0
АТОМ;множества атомов;CombTermComponent;1;0;0
РАЗДЕЛИТЕЛЬ;разделителями элементов;CombTermComponent;4;0;0
СПИСОК;списков языка;CombTermComponent;1;0;0
СПИСОК;Глубиной списка;CombTermComponent;4;0;0
ПАР;пар скобок;CombTermComponent;1;0;0
СКОБКА;пар скобок;CombTermComponent;1;0;0
ПОСЛЕДОВАТЕЛЬНОСТЬ;последовательности атомов;CombTermComponent;1;0;0
АТОМ;последовательности атомов;CombTermComponent;1;0;0
ПОСЛЕДОВАТЕЛЬНОСТЬ;последовательность форм;CombTermComponent;4;0;0
АТОМ;выводе атомов;CombTermComponent;1;0;0
ФУНКЦИЯ;вызов функции;CombTermComponent;1369;0;0
ФУНКЦИЯ;имя функции;CombTermComponent;441;0;0
ПРОГРАММА;выражения программы;CombTermComponent;1;0;0
МАТЕМАТИКА;математике записи;CombTermComponent;1;0;0
ФУНКЦИЯ;Функции Лиспа;CombTermComponent;36;0;0
ЛИСП;Функции Лиспа;CombTermComponent;36;0;0
ДЕЛЕНИЕ;деление функций;CombTermComponent;1;0;0
ФУНКЦИЯ;деление функций;CombTermComponent;1;0;0
ФУНКЦИЯ;значения функции;CombTermComponent;841;0;0
ПОСТРОЕНИЕ;построения списка;CombTermComponent;1;0;0
СПИСОК;построения списка;CombTermComponent;1;0;0
СПИСОК;элемент списка;CombTermComponent;484;0;0
СПИСОК;хвост списка;CombTermComponent;9;0;0
СПИСОК;остатком списка;CombTermComponent;1;0;0
СОКРАЩЕНИЕ;сокращения названий;CombTermComponent;1;0;0
НАЗВАНЬЕ;сокращения названий;CombTermComponent;1;0;0
ФУНКЦИЯ;аргумента функции;CombTermComponent;1024;0;0
СНЯТИЕ;снятия блокировки;CombTermComponent;4;0;0
БЛОКИРОВКА;снятия блокировки;CombTermComponent;4;0;0
РАЗВЕТВЛЕНИЕ;средством разветвления;CombTermComponent;1;0;0
УСЛОВИЕ;условиями ветвей;CombTermComponent;4;0;0
ВЕТВЬ;условиями ветвей;CombTermComponent;4;0;0
ОПЕРАЦИЯ;операцию сложения;CombTermComponent;4;0;0
СЛОЖЕНИЕ;операцию сложения;CombTermComponent;4;0;0
МОЩНОСТЬ;мощность функции;CombTermComponent;1;0;0
ФУНКЦИЯ;мощность функции;CombTermComponent;1;0;0
ТЕЛО;Телом функции;CombTermComponent;576;0;0
ФУНКЦИЯ;Телом функции;CombTermComponent;576;0;0
ПАРАМЕТРИЗАЦИЯ;средство параметризации;CombTermComponent;1;0;0
ФОРМИРОВАНИЕ;основой формирования;CombTermComponent;1;0;0
БОЛЬШИНСТВО;большинстве диалектов;CombTermComponent;4;0;0
ДИАЛЕКТ;большинстве диалектов;CombTermComponent;4;0;0
ФУНКЦИЯ-СУПЕРПОЗИЦИЯ;имени функции-суперпозиции;CombTermComponent;1;0;0
ГРУППА;группу функций;CombTermComponent;1;0;0
ФУНКЦИЯ;группу функций;CombTermComponent;1;0;0
ДЕЛЕНИЕ;деления чисел;CombTermComponent;1;0;0
ЧИСЛО-АРГУМЕНТ;знака числа-аргумента;CombTermComponent;1;0;0
ОПЕРАЦИЯ;операции деления;CombTermComponent;1;0;0
ДЕЛЕНИЕ;операции деления;CombTermComponent;1;0;0
ВЫЧИТАНИЕ;вычитания единицы;CombTermComponent;1;0;0
ЕДИНИЦА;вычитания единицы;CombTermComponent;1;0;0
РАВЕНСТВО;равенство чисел;CombTermComponent;4;0;0
СРАВНЕНИЕ;сравнения атомов-чисел;CombTermComponent;1;0;0
АТОМ-ЧИСЛО;сравнения атомов-чисел;CombTermComponent;1;0;0
ПРЕДИКАТ;Предикаты  типа;CombTermComponent;1;0;0
ФУНКЦИЯ-ДИЗЪЮНКЦИЯ;Вызов функции-дизъюнкции;CombTermComponent;1;0;0
ИНТЕРПРЕТАТОР;интерпретатором языка;CombTermComponent;1;0;0
РЕАЛИЗАЦИЯ;реализации прохода;CombTermComponent;1;0;0
ПРОХОД;реализации прохода;CombTermComponent;1;0;0
СПИСОК;длина списка;CombTermComponent;9;0;0
ВЕТВЬ;ветвь функции;CombTermComponent;169;0;0
ФУНКЦИЯ;ветвь функции;CombTermComponent;169;0;0
СТЕК;стек выражения;CombTermComponent;1;0;0
ЗАПОЛНЕНИЕ;заполнении стека;CombTermComponent;1;0;0
СТЕК;заполнении стека;CombTermComponent;1;0;0
СТАРОЕ;старые связи;CombTermComponent;4;0;0
ИСХОД;исхода сравнения;CombTermComponent;1;0;0
СРАВНЕНИЕ;исхода сравнения;CombTermComponent;1;0;0
ПОИСК;поиск атома;CombTermComponent;1;0;0
АТОМ;поиск атома;CombTermComponent;1;0;0
ИСКОМОЕ;искомого атома;CombTermComponent;1;0;0
АТОМ;искомого атома;CombTermComponent;1;0;0
РЕАЛИЗАЦИЯ;реализациях Лиспа;CombTermComponent;9;0;0
ЛИСП;реализациях Лиспа;CombTermComponent;9;0;0
АТОМ-ЗНАЧЕНИЕ;атом-значение параметра;CombTermComponent;4;0;0
ФУНКЦИЯ;функцию поиска;CombTermComponent;1;0;0
ПОИСК;функцию поиска;CombTermComponent;1;0;0
КОНКАТЕНАЦИЯ;конкатенацией списков;CombTermComponent;1;0;0
СПИСОК;конкатенацией списков;CombTermComponent;1;0;0
СПИСОК;второго списка;CombTermComponent;4;0;0
СОЕДИНЕНИЕ;соединении списков;CombTermComponent;1;0;0
СПИСОК;соединении списков;CombTermComponent;1;0;0
АТОМ;именах атомов;CombTermComponent;25;0;0
ПЕРЕВОД;правила перевода;CombTermComponent;1;0;0
ПРЕОБРАЗУЕМОЕ;преобразуемого списка;CombTermComponent;1;0;0
СПИСОК;преобразуемого списка;CombTermComponent;1;0;0
СПИСОК;лисповского списка;CombTermComponent;25;0;0
ПАР;пары селекторов;CombTermComponent;1;0;0
СЕЛЕКТОР;пары селекторов;CombTermComponent;1;0;0
СПОСОБ;способом представления;CombTermComponent;1;0;0
КОМПЬЮТЕР;памяти компьютера;CombTermComponent;25;0;0
ТАБЛИЦА;таблицу символов;CombTermComponent;4;0;0
СИМВОЛ;таблицу символов;CombTermComponent;4;0;0
АТОМ;значение атома;CombTermComponent;1;0;0
ФУНКЦИЯ;параметра функции;CombTermComponent;64;0;0
СПИСОК;список свойств;CombTermComponent;484;0;0
ТАБЛИЦА;таблицы атомов;CombTermComponent;16;0;0
АТОМ;таблицы атомов;CombTermComponent;16;0;0
ПОТЕРЯ;потеря указателя;CombTermComponent;1;0;0
УКАЗАТЕЛЬ;потеря указателя;CombTermComponent;1;0;0
ПРОВЕРКА;проверки равенства;CombTermComponent;9;0;0
РАВЕНСТВО;проверки равенства;CombTermComponent;9;0;0
КОПИРОВАНИЕ;копирование элементов;CombTermComponent;1;0;0
ПОСЛЕДОВАТЕЛЬНОСТЬ;последовательностью операций;CombTermComponent;4;0;0
ОПЕРАЦИЯ;последовательностью операций;CombTermComponent;4;0;0
ОПЕРАТОР;оператор присваивания;CombTermComponent;4;0;0
ПРИСВАИВАНИЕ;оператор присваивания;CombTermComponent;4;0;0
СУПЕРПОЗИЦИЯ;суперпозицией функций;CombTermComponent;4;0;0
ФУНКЦИЯ;суперпозицией функций;CombTermComponent;4;0;0
ПЕРЕДАЧА;Передача данных;CombTermComponent;1;0;0
ЛИСП-ПРОГРАММА;тексте лисп-программы;CombTermComponent;1;0;0
ФУНКЦИЯ;функция сложения;CombTermComponent;4;0;0
СЛОЖЕНИЕ;функция сложения;CombTermComponent;4;0;0
ФУНКЦИЯ;функция вычитания;CombTermComponent;1;0;0
ВЫЧИТАНИЕ;функция вычитания;CombTermComponent;1;0;0
ФУНКЦИЯ;функция сравнения;CombTermComponent;1;0;0
СРАВНЕНИЕ;функция сравнения;CombTermComponent;1;0;0
ФУНКЦИЯ;функция умножения;CombTermComponent;1;0;0
УМНОЖЕНИЕ;функция умножения;CombTermComponent;1;0;0
ФУНКЦИЯ;функция деления;CombTermComponent;1;0;0
ДЕЛЕНИЕ;функция деления;CombTermComponent;1;0;0
СУММА;суммы чисел;CombTermComponent;4;0;0
ПРОИЗВЕДЕНИЕ;произведения чисел;CombTermComponent;9;0;0
ИСПОЛНЕНИЕ;исполнения программы;CombTermComponent;4;0;0
ПРОГРАММА;исполнения программы;CombTermComponent;4;0;0
СОЗДАНИЕ;создание интерпретатора;CombTermComponent;1;0;0
ИНТЕРПРЕТАТОР;создание интерпретатора;CombTermComponent;1;0;0
КОНФЛИКТ;конфликта имен;CombTermComponent;9;0;0
СТРАТЕГИЯ;стратегией связывания;CombTermComponent;4;0;0
АТОМ;связь атома;CombTermComponent;1;0;0
ПРОГРАММА;программе констант;CombTermComponent;1;0;0
ПРОГРАММА;написание программ;CombTermComponent;1;0;0
ПРОГРАММИРОВАНИЕ;программировании функций;CombTermComponent;4;0;0
ФУНКЦИЯ;программировании функций;CombTermComponent;4;0;0
ПРОСТОЙ;простой рекурсии;CombTermComponent;4;0;0
РЕКУРСИЯ;простой рекурсии;CombTermComponent;4;0;0
ИЛЛЮСТРАЦИЯ;иллюстрации динамики;CombTermComponent;1;0;0
ДИНАМИКА;иллюстрации динамики;CombTermComponent;1;0;0
РЕКУРСИЯ;глубина рекурсии;CombTermComponent;9;0;0
ОБЪЕМ;Объем памяти;CombTermComponent;9;0;0
ЦИКЛ;выполнения цикла;CombTermComponent;4;0;0
ОРГАНИЗАЦИЯ;организацией стека;CombTermComponent;1;0;0
СТЕК;организацией стека;CombTermComponent;1;0;0
ВЫША;выше функции;CombTermComponent;1;0;0
ФУНКЦИЯ;выше функции;CombTermComponent;1;0;0
ПРОГРАММИРОВАНИЕ;программировании задач;CombTermComponent;4;0;0
ПРЯМАЯ;прямой рекурсии;CombTermComponent;9;0;0
РЕКУРСИЯ;прямой рекурсии;CombTermComponent;9;0;0
УПРОЩЕНИЕ;упрощения программы;CombTermComponent;4;0;0
ПРОГРАММА;упрощения программы;CombTermComponent;4;0;0
ФУНКЦИЯ;лисповские функции;CombTermComponent;25;0;0
ФУНКЦИЯ;функция перевода;CombTermComponent;4;0;0
ПЕРЕВОД;функция перевода;CombTermComponent;4;0;0
РАСПОЗНАВАНИЕ;распознавание конъюнкции;CombTermComponent;1;0;0
КОНЪЮНКЦИЯ;распознавание конъюнкции;CombTermComponent;1;0;0
ПЕРЕВОД;перевод константы;CombTermComponent;4;0;0
ОПЕРАЦИЯ;операцией конъюнкции;CombTermComponent;1;0;0
